Id,Nombre
1,Introduccion_a_la_Ingenieria_en_Computacion
2,Introduccion_a_la_Problematica_del_Mundo_Contemporaneo
3,Algoritmos_y_Programacion_I
4,Algebra_I
5,Matematica_Discreta
6,Problemas_de_Historia_del_Siglo_XX
7,Algoritmos_y_Programacion_II
8,Programacion_de_Bajo_Nivel
9,Algebra_II
10,Disenio_Logico
